path,w,h,kb,mode,top1,top8,ncolors,sat
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Music_Panner_Object_Selection_Menu.png,295,247,30,RGBA,0.286,0.68,340,0.175
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/LTC_Generator_Track_Strip.png,81,706,67,RGBA,0.141,0.674,250,0.572
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Object_Panner_With_Position_Controls.png,328,511,44,RGBA,0.193,0.789,376,0.188
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Create_Group_Dialog_for_Guitar_Mix.png,489,663,42,RGBA,0.558,0.967,56,0.003
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Highlighted_Panner_Toolbar_Button.png,161,79,9,RGBA,0.171,0.907,129,0.381
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Auto_Height_Override_Context_Menu.png,311,94,32,RGBA,0.169,0.701,316,0.296
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Two_Object_Panner_Windows_Side_by_Side.png,676,524,297,RGBA,0.18,0.761,571,0.234
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Music_Panner_Object_Pair_Linking.png,294,224,22,RGBA,0.309,0.786,228,0.115
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Pan_Curve_Shape_Icons.png,72,21,1,RGBA,0.507,0.921,48,0.516
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Music_Panner_Network_Address_Menu.png,356,248,34,RGBA,0.225,0.661,342,0.157
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Music_Panner_Sequencer_Step_Buttons.png,403,141,10,RGBA,0.383,0.947,141,0.432
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Pt_Object_Track_Xyz_Automation.png,1382,416,58,RGB,0.309,0.878,178,0.123
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/LTC_Generator_Plugin_Window.png,453,237,52,RGBA,0.521,0.896,277,0.127
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Group_Assignment_Buttons_Highlighted.png,326,198,11,RGBA,0.253,0.637,272,0.451
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Sequencer_Step_Buttons_Panel.png,402,142,10,RGBA,0.38,0.948,145,0.403
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Speaker_Layout_Map_With_Flagged_Speaker.png,316,344,10,RGBA,0.981,0.983,351,0.113
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Theater_View.png,1600,933,343,RGB,0.633,0.819,700,0.045
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Editing_Speaker_Gain_Value.png,214,246,21,RGBA,0.774,0.983,400,0.114
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Speaker_EQ_Calibration_Window.png,1366,768,237,RGBA,0.476,0.955,413,0.146
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Signal_Generator_Pink_Noise_Control.png,445,62,13,RGBA,0.647,0.942,394,0.114
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Signal_Generator_Source_Menu.png,450,223,44,RGBA,0.52,0.95,923,0.137
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Numbered_Input_Indicator_Circles.png,288,86,22,RGBA,0.623,0.742,475,0.257
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Input_Channel_Status_Grid.png,347,554,49,RGBA,0.702,0.855,225,0.23
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Master_File_FFOA_Dialog.png,369,166,13,RGBA,0.693,0.941,749,0.106
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Room_View_With_Object_Spheres.png,629,354,65,RGBA,0.701,0.867,275,0.098
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Bed_Channel_Meter_Bank.png,517,225,15,RGBA,0.759,0.954,269,0.256
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Channel_Level_Meters_for_Bed_Speakers.png,315,225,9,RGBA,0.734,0.964,444,0.282
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Pink_Noise_Rotate_Mode_Menu.png,448,148,31,RGBA,0.441,0.949,680,0.152
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Monitoring_Selector_Set_to_Physical.png,191,65,5,RGBA,0.672,0.913,508,0.159
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Timecode_Counter_and_Transport_Buttons.png,366,61,9,RGBA,0.557,0.93,342,0.124
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Vertical_Limiter_Meter_Pair.png,98,225,4,RGBA,0.837,0.971,104,0.191
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Input_Signal_Indicator_Lights.png,340,42,4,RGBA,0.699,0.936,77,0.564
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Trim_and_Downmix_Session_Data.png,1216,751,33,RGB,0.646,0.971,35,0.0
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Front_View_of_Object_Position_Dots.png,330,371,56,RGBA,0.365,0.678,260,0.09
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Binaural_and_Limiter_Meters.png,104,225,7,RGBA,0.762,0.93,190,0.241
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Record_In_and_Out_Toggle_Close_Up.png,127,65,5,RGBA,0.436,0.836,326,0.129
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/View_and_Show_Options_Menu.png,284,306,28,RGBA,0.449,0.89,1123,0.118
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Renderer_Preferences_Devices_and_Monitoring.png,560,748,156,RGBA,0.69,0.939,938,0.11
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Room_View_With_Single_Object_Sphere.png,457,305,55,RGBA,0.542,0.774,241,0.104
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Headphone_Only_Mode.png,511,220,45,RGBA,0.796,0.947,547,0.115
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Row_of_Input_Status_Indicator_Circles.png,132,43,2,RGBA,0.732,0.845,118,0.284
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Person_View.png,1600,933,325,RGB,0.634,0.803,562,0.052
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Renderer_Window_With_Meters_and_Room.png,1366,798,238,RGBA,0.766,0.864,884,0.149
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Main_Window_Room_View.png,1600,905,363,RGB,0.675,0.856,480,0.039
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Speaker_and_Headphone_Delay_Field.png,349,90,17,RGBA,0.713,0.925,649,0.116
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Binaural_Output_Meter_Close_Up.png,61,230,4,RGBA,0.712,0.894,167,0.277
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Speaker_Layout_Map_in_Room_Setup.png,660,816,152,RGBA,0.65,0.968,519,0.133
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Input_Configuration_Groups.png,1340,739,176,RGB,0.627,0.858,484,0.047
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Three_Dimensional_Room_View_With_Objects.png,462,306,53,RGBA,0.547,0.795,212,0.088
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Speaker_Delay_Tab_of_Room_Setup.png,660,816,141,RGBA,0.679,0.981,546,0.112
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Room_Setup_Monitoring_Speaker_Layout.png,660,816,143,RGBA,0.489,0.963,551,0.134
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Master_File_Timecode_Header_Bar.png,505,57,13,RGBA,0.865,0.893,528,0.143
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Room_View_of_Many_Object_Spheres.png,629,354,66,RGBA,0.697,0.863,308,0.102
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Room_EQ_Curve_and_Sliders.png,834,621,131,RGBA,0.657,0.941,452,0.184
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Add_Layout_Button_and_Layout_List.png,286,259,34,RGBA,0.451,0.957,815,0.157
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Speaker_Routing_Position_Map.png,660,816,131,RGBA,0.68,0.987,494,0.111
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Output_Gain_With_DIM_and_MUTE.png,248,61,6,RGBA,0.642,0.904,597,0.117
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Dolby_Atmos_Speaker_Layout.png,528,460,89,RGBA,0.871,0.925,258,0.026
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Source_Input_and_Master_Toggle.png,153,60,4,RGBA,0.455,0.919,346,0.239
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Renderer_System_Topology.png,1600,900,1005,RGBA,0.817,0.884,692,0.119
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Room_View_With_Listener_Silhouette.png,464,276,48,RGBA,0.538,0.816,108,0.09
DAPR-3340--Spatial_Audio_I/The_Dolby_Atmos_Renderer/Room_View_With_Object_Trajectory.png,473,300,53,RGBA,0.548,0.796,228,0.089
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Matrix_Encoder_Decoder.png,414,284,92,RGB,0.558,0.822,1055,0.042
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Stereo_to_Immersive_Progression.png,1600,900,395,RGBA,0.933,0.96,387,0.029
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Listener_Surrounded_by_Speaker_Circle.png,562,679,102,RGBA,0.934,0.991,149,0.028
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Multichannel_Calibration_Workflow.png,1600,900,84,RGB,0.724,0.978,125,0.049
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Modern_71_Side_Rear_Layout.png,1500,950,31,RGB,0.973,0.995,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Pro_Logic_History_Overview.png,1536,1024,672,P,0.457,0.702,106,0.051
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS_HD_High_Resolution.png,116,40,4,RGBA,0.671,0.789,151,0.041
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS_96_24.png,108,36,4,RGB,0.454,0.892,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS_Digital_Surround.png,79,36,1,RGBA,0.425,0.911,60,0.062
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Surround_Monitoring_Signal_Flow.png,1600,900,69,RGB,0.775,0.985,191,0.043
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Sdds_71_Five_Front_Layout.png,1500,950,35,RGB,0.967,0.994,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Stereo_Logo.png,253,85,9,RGB,0.741,0.943,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS_Neo_X.png,109,72,9,RGB,0.582,0.817,338,0.03
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Overhead_Speaker_Layout_Diagram.png,629,722,31,RGBA,0.91,0.992,135,0.038
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Delivered_vs_Receiver_Processing.png,1024,319,320,RGB,0.448,0.806,719,0.055
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Itu_71_Speaker_Layout.png,1484,1060,764,RGB,0.938,0.974,208,0.004
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS_HD_Master_Audio.png,114,40,4,RGBA,0.64,0.796,124,0.043
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS_ES.png,122,36,4,RGB,0.4,0.895,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Atmos_Monitoring_Reference_Levels.png,1600,900,64,RGB,0.839,0.984,173,0.038
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Itu_51_Speaker_Layout.png,1484,1060,792,RGB,0.928,0.97,206,0.004
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Seven_Point_One_Naming_Crosswalk.png,1600,900,968,RGBA,0.776,0.922,468,0.089
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Pro_Logic.png,145,67,6,RGBA,0.405,0.787,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Pro_Logic_IIx.png,145,53,4,RGBA,0.531,0.824,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dangerous_Monitor_ST_SR.png,396,237,56,RGB,0.676,0.756,1195,0.023
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Windows_Media_Audio_9_Pro_71.png,1500,930,65,RGB,0.949,0.989,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Welcome_Surround_Mixing_and_Immersive_Audio.png,600,295,360,RGBA,0.065,0.22,2304,0.566
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Seven_Point_One_Channel_Order_vs_Labels.png,1600,950,55,RGB,0.943,0.988,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/LFE_vs_Bass_Management.png,1600,900,921,RGBA,0.874,0.956,216,0.005
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Modern_Atmos_Monitoring_Path.png,1600,900,74,RGB,0.829,0.983,217,0.042
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Pro_Logic_IIx_vs_IIz.png,1600,900,953,RGBA,0.867,0.926,352,0.04
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Pro_Logic_IIz.png,145,29,2,RGBA,0.514,0.881,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS_Neo_6.png,81,54,5,RGB,0.749,0.833,274,0.042
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Sdds_Educational_Badge.png,1400,420,28,RGB,0.915,0.991,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Red_Net_Control_Grouped_Outputs.png,396,261,51,RGB,0.785,0.834,725,0.285
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Surround.png,145,51,4,RGBA,0.459,0.841,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Windows_Media_Audio_9_Pro_Badge.png,1400,420,33,RGB,0.91,0.988,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Surround_Format_Timeline.png,1600,900,438,RGBA,0.912,0.942,396,0.042
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Pro_Logic_II.png,145,53,4,RGBA,0.548,0.837,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Windows_Media_vs_Windows_Spatial_Sound.png,1600,900,57,RGB,0.936,0.988,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DTS.png,159,72,3,RGBA,0.478,0.948,79,0.064
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Seven_Point_One_Families_Comparison.png,1600,988,203,RGBA,0.927,0.98,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Blu_Ray_Disc.png,100,55,4,RGBA,0.744,0.885,77,0.187
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Compact_Disc.png,74,36,2,RGBA,0.421,0.653,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Analog_Digital_Delivery_Evolution.png,639,284,165,RGB,0.397,0.82,876,0.036
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Legacy_Dolby_Hardware_Milestones.png,542,929,496,RGB,0.629,0.763,907,0.064
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Multichannel_Output_Counts.png,1600,900,62,RGB,0.697,0.987,177,0.051
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DVD_Audio.png,91,54,2,RGBA,0.471,0.899,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Seven_Point_One_Music_Use.png,1600,900,866,RGBA,0.904,0.957,365,0.011
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Five_Point_One_to_Seven_Point_One_Extension.png,1600,900,843,RGBA,0.912,0.971,181,0.005
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Dolby_Pro_Logic_History_Timeline.png,1024,269,255,RGB,0.439,0.714,755,0.046
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Grouped_Monitor_Control.png,1600,900,44,RGB,0.775,0.989,137,0.044
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/HD_DVD.png,145,54,3,RGBA,0.708,0.9,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/DVD_Video.png,93,47,2,RGBA,0.494,0.92,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Red_Net_Control_Output_Trim.png,396,264,131,RGB,0.424,0.547,1483,0.493
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Quadraphonic_Speaker_Layout.png,1600,1200,295,RGBA,0.944,0.985,217,0.032
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Laser_Disc.png,130,36,2,RGBA,0.624,0.89,32,0.0
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/SACD.png,91,61,5,RGBA,0.702,0.876,75,0.019
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Software_vs_Hardware_Monitor_Control.png,1600,900,106,RGB,0.453,0.971,208,0.067
DAPR-3340--Spatial_Audio_I/Introduction_to_Surround_and_Multichannel_Audio/Seven_Point_One_and_Height_Formats.png,1600,1000,60,RGB,0.924,0.988,32,0.0
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Re_Render_Layout_Dropdown_Menu.png,190,217,8,RGBA,0.738,0.961,612,0.17
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Walkmix_360ra_Speaker_View.png,1600,852,183,RGB,0.706,0.913,310,0.113
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Loudness_Analysis_Window_Before_Measuring.png,600,458,41,RGBA,0.883,0.966,833,0.104
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Mpeg_H_Renderer_Bed_Assign.png,1414,468,103,RGB,0.231,0.865,178,0.12
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Rerender_Window_With_Live_Layouts.png,800,728,53,RGBA,0.734,0.981,683,0.122
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Export_Re_Renders_Dialog.png,778,668,73,RGBA,0.87,0.957,1004,0.106
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Re_Render_Properties_Dialog.png,488,586,35,RGBA,0.813,0.969,841,0.1
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Export_Master_to_IMF_IAB_Dialog.png,640,372,37,RGBA,0.722,0.95,921,0.1
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Deliverable_Tree.png,1600,900,627,RGBA,0.71,0.934,522,0.225
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Binaural_Settings.png,800,771,112,RGBA,0.786,0.948,904,0.134
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Recording_a_Dolby_Atmos_Master.png,576,276,27,RGBA,0.709,0.957,759,0.098
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Unlock_Master_File_Button.png,174,60,7,RGBA,0.528,0.832,767,0.142
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Export_Master_to_ADM_Dialog.png,640,348,30,RGBA,0.751,0.954,761,0.096
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Bounce_Mix_ADM_BWF.png,1125,1150,38,RGB,0.511,0.969,50,0.0
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Record_In_and_Out_Toggle.png,301,68,9,RGBA,0.57,0.896,624,0.164
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Walkmix_360ra_Headphone_View.png,1600,852,184,RGB,0.661,0.897,297,0.11
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Audio_Vivid_Renderer_Select.png,1600,529,137,RGB,0.462,0.917,149,0.068
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Export_Master_to_MP_Four_Dialog.png,650,540,47,RGBA,0.834,0.958,984,0.101
DAPR-3340--Spatial_Audio_I/Creating_Dolby_Atmos_Deliverables/Loudness_Analysis_Results_Window.png,600,458,53,RGBA,0.852,0.953,1083,0.107
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Pt_Immersive_Panner_Mpegh_Speaker_Layout.png,1600,1330,427,RGBA,0.173,0.553,832,0.116
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Spot_Dialog_With_Timecode_Fields.png,302,338,21,RGBA,0.695,0.932,142,0.022
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Channel_Order_Matrix_and_Format_Menu.png,297,235,15,RGBA,0.607,0.824,129,0.047
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonic_and_Quad_Tracks_With_Waveforms.png,513,328,45,RGBA,0.291,0.76,302,0.551
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Pt_Immersive_Panner_Mono_Object.png,1090,1486,178,RGB,0.27,0.666,388,0.093
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonic_Strings_Clip_Track_List.png,227,62,4,RGBA,0.638,0.855,20,0.001
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonic_Logo.png,1024,1024,38,LA,0.717,0.993,32,0.0
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/In_Ear_Binaural_Microphone_Photo.png,1218,1000,931,RGBA,0.036,0.208,1025,0.391
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Audio_360_Control_and_Spatialiser.png,1363,1016,233,RGB,0.453,0.894,978,0.023
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Pt_Immersive_Panner_Lcr_Object.png,1092,1486,205,RGB,0.263,0.643,529,0.104
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Dummy_Head_Binaural_Microphone.png,611,730,313,RGBA,0.496,0.728,244,0.059
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/New_Path_Format_Menu_With_Ambisonics.png,550,349,128,RGBA,0.26,0.882,248,0.083
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Tetrahedral_Ambisonic_Microphone_Capsules.jpg,1000,289,83,RGB,0.429,0.529,1093,0.121
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Sound_Field_Plugin_Menu_Showing_HEar.png,603,331,101,RGBA,0.423,0.721,315,0.317
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Desert_Ambience_AmbiX_Clip_List.png,208,63,3,RGBA,0.698,0.894,19,0.0
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Handheld_Ambisonic_Recorder_Photo.jpg,1600,2415,181,RGB,0.626,0.794,319,0.022
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonic_Bus_Rows_in_Bus_Tab.png,524,106,13,RGBA,0.35,0.919,39,0.001
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonic_Track_Strip_Routed_to_Bus.png,346,116,13,RGBA,0.201,0.659,263,0.684
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Hexagon_Grid_Speaker_Layout_Editor.jpg,800,614,45,RGB,0.857,0.949,467,0.006
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/SoundField_Decoder_Plugin_Window.png,750,796,135,RGBA,0.449,0.849,820,0.037
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonic_Decoder_Plugin_Insert_Menu.png,660,325,157,RGBA,0.355,0.688,309,0.259
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonics_Nine_Zero_Four_Speaker_Layout.png,1600,900,367,RGBA,0.919,0.966,408,0.058
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Recording_Ambisonics.jpg,1600,511,59,RGB,0.581,0.827,240,0.013
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonics_Ambix_versus_Fuma_Channel_Order.png,1600,900,557,RGBA,0.731,0.956,337,0.053
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Binaural_Encoder_Plugin_Window.png,840,463,85,RGBA,0.46,0.821,181,0.027
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Ambisonic_Input_Format_Dropdown_Open.png,288,128,12,RGBA,0.362,0.923,106,0.004
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Render_Mode_Near_Mid_Far.png,1122,654,82,RGB,0.258,0.605,1332,0.116
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/Clips_List_With_Ambisonic_Files.png,355,82,10,RGBA,0.464,0.865,36,0.016
DAPR-3340--Spatial_Audio_I/Ambisonics_and_Binaural/AirPods_and_iPhone_Spatial_Audio_Setup.jpg,800,800,39,RGB,0.789,0.904,563,0.034
